0, ML, 90, OFFSET, 3527484
125, ML, 1010, OFFSET, 54490
126, ML, 1439, OFFSET, 63579
127, ML, 1860, OFFSET, 66745
128, ML, 2635, OFFSET, 64251
129, ML, 2256, OFFSET, 59262
130, ML, 3907, OFFSET, 53868
131, ML, 2475, OFFSET, 50741
132, ML, 2070, OFFSET, 51077
133, ML, 1494, OFFSET, 58481
134, ML, 1443, OFFSET, 49655
135, ML, 838, OFFSET, 47857
136, ML, 1350, OFFSET, 48630
137, ML, 1648, OFFSET, 57242
138, ML, 3660, OFFSET, 47749
139, ML, 2766, OFFSET, 47965
140, ML, 3008, OFFSET, 49802
141, ML, 1401, OFFSET, 52398
142, ML, 1441, OFFSET, 46211
143, ML, 703, OFFSET, 46481
144, ML, 663, OFFSET, 55081
145, ML, 853, OFFSET, 47001
146, ML, 1072, OFFSET, 44150
147, ML, 523, OFFSET, 44770
148, ML, 633, OFFSET, 52425
149, ML, 852, OFFSET, 43776
150, ML, 1030, OFFSET, 43186
151, ML, 1001, OFFSET, 44057
152, ML, 1452, OFFSET, 50611
153, ML, 1463, OFFSET, 42289
154, ML, 1704, OFFSET, 42653
155, ML, 701, OFFSET, 47847
156, ML, 496, OFFSET, 43932
157, ML, 638, OFFSET, 41628
158, ML, 868, OFFSET, 41764
159, ML, 524, OFFSET, 48253
160, ML, 529, OFFSET, 42247
161, ML, 610, OFFSET, 40005
162, ML, 987, OFFSET, 40696
163, ML, 759, OFFSET, 47643
164, ML, 442, OFFSET, 39761
165, ML, 663, OFFSET, 38813
166, ML, 836, OFFSET, 42817
167, ML, 645, OFFSET, 42296
168, ML, 547, OFFSET, 37632
169, ML, 576, OFFSET, 37912
170, ML, 685, OFFSET, 44759
171, ML, 601, OFFSET, 39031
172, ML, 448, OFFSET, 37457
173, ML, 643, OFFSET, 36844
174, ML, 1037, OFFSET, 44475
175, ML, 788, OFFSET, 36133
176, ML, 849, OFFSET, 36768
177, ML, 619, OFFSET, 36456
178, ML, 527, OFFSET, 41921
179, ML, 361, OFFSET, 35107
180, ML, 472, OFFSET, 35315
181, ML, 1014, OFFSET, 41073
182, ML, 1190, OFFSET, 36866
183, ML, 564, OFFSET, 33969
184, ML, 494, OFFSET, 34626
185, ML, 497, OFFSET, 40382
186, ML, 576, OFFSET, 33753
187, ML, 379, OFFSET, 33515
188, ML, 338, OFFSET, 33933
189, ML, 336, OFFSET, 40393
190, ML, 388, OFFSET, 32949
191, ML, 624, OFFSET, 40805
192, ML, 640, OFFSET, 45866
193, ML, 523, OFFSET, 37114
194, ML, 653, OFFSET, 33289
195, ML, 729, OFFSET, 32331
196, ML, 1069, OFFSET, 38940
197, ML, 972, OFFSET, 33014
198, ML, 1245, OFFSET, 31649
199, ML, 645, OFFSET, 31989
200, ML, 1045, OFFSET, 38567
201, ML, 667, OFFSET, 31450
202, ML, 650, OFFSET, 30675
203, ML, 279, OFFSET, 32113
204, ML, 324, OFFSET, 36313
205, ML, 511, OFFSET, 29942
206, ML, 853, OFFSET, 29875
207, ML, 756, OFFSET, 35203
208, ML, 1420, OFFSET, 31647
209, ML, 1101, OFFSET, 29617
210, ML, 1223, OFFSET, 29799
211, ML, 444, OFFSET, 35508
212, ML, 433, OFFSET, 29826
213, ML, 324, OFFSET, 29521
214, ML, 344, OFFSET, 29206
215, ML, 267, OFFSET, 34482
216, ML, 259, OFFSET, 28300
217, ML, 514, OFFSET, 28556
218, ML, 676, OFFSET, 31283
219, ML, 680, OFFSET, 30925
220, ML, 523, OFFSET, 27922
221, ML, 412, OFFSET, 28357
222, ML, 550, OFFSET, 33785
223, ML, 340, OFFSET, 29486
224, ML, 274, OFFSET, 27653
225, ML, 269, OFFSET, 28399
226, ML, 304, OFFSET, 32834
227, ML, 239, OFFSET, 27704
228, ML, 204, OFFSET, 27870
229, ML, 341, OFFSET, 28951
230, ML, 468, OFFSET, 31488
231, ML, 347, OFFSET, 25962
232, ML, 193, OFFSET, 26053
233, ML, 155, OFFSET, 31335
234, ML, 199, OFFSET, 27371
235, ML, 218, OFFSET, 25464
236, ML, 271, OFFSET, 26130
237, ML, 279, OFFSET, 30682
238, ML, 298, OFFSET, 25841
239, ML, 292, OFFSET, 25265
240, ML, 372, OFFSET, 26221
241, ML, 364, OFFSET, 30355
242, ML, 317, OFFSET, 24940
243, ML, 174, OFFSET, 24696
244, ML, 157, OFFSET, 28428
245, ML, 169, OFFSET, 26291
246, ML, 216, OFFSET, 24586
247, ML, 172, OFFSET, 24130
248, ML, 161, OFFSET, 29304
249, ML, 141, OFFSET, 25861
250, ML, 152, OFFSET, 23874
251, ML, 172, OFFSET, 25153
252, ML, 216, OFFSET, 29744
253, ML, 220, OFFSET, 24579
254, ML, 199, OFFSET, 23757
255, ML, 135, OFFSET, 30652
256, ML, 159, OFFSET, 34598
257, ML, 134, OFFSET, 23832
258, ML, 226, OFFSET, 23462
259, ML, 251, OFFSET, 27693
260, ML, 318, OFFSET, 24335
261, ML, 195, OFFSET, 23410
262, ML, 735, OFFSET, 23642
263, ML, 621, OFFSET, 28013
264, ML, 981, OFFSET, 23412
265, ML, 353, OFFSET, 23211
266, ML, 1145, OFFSET, 23304
267, ML, 748, OFFSET, 27442
268, ML, 1565, OFFSET, 22504
269, ML, 566, OFFSET, 22613
270, ML, 1892, OFFSET, 25391
271, ML, 1104, OFFSET, 24514
272, ML, 2067, OFFSET, 22613
273, ML, 572, OFFSET, 21980
274, ML, 2482, OFFSET, 26860
275, ML, 1579, OFFSET, 22570
276, ML, 3317, OFFSET, 22233
277, ML, 1185, OFFSET, 22763
278, ML, 3464, OFFSET, 26651
279, ML, 2040, OFFSET, 22012
280, ML, 3095, OFFSET, 21852
281, ML, 858, OFFSET, 23681
282, ML, 1736, OFFSET, 24591
283, ML, 945, OFFSET, 21702
284, ML, 1476, OFFSET, 21931
285, ML, 570, OFFSET, 25519
286, ML, 758, OFFSET, 21637
287, ML, 358, OFFSET, 20591
288, ML, 386, OFFSET, 21672
289, ML, 162, OFFSET, 26560
290, ML, 165, OFFSET, 20906
291, ML, 90, OFFSET, 20809
292, ML, 123, OFFSET, 21302
293, ML, 106, OFFSET, 25018
294, ML, 144, OFFSET, 21013
295, ML, 101, OFFSET, 20075
296, ML, 87, OFFSET, 23600
297, ML, 123, OFFSET, 21643
298, ML, 132, OFFSET, 20693
299, ML, 74, OFFSET, 20155
300, ML, 87, OFFSET, 25096
301, ML, 120, OFFSET, 20482
302, ML, 178, OFFSET, 20279
303, ML, 193, OFFSET, 20475
304, ML, 173, OFFSET, 24141
305, ML, 168, OFFSET, 20316
306, ML, 211, OFFSET, 19395
307, ML, 199, OFFSET, 20661
308, ML, 160, OFFSET, 22342
309, ML, 153, OFFSET, 19714
310, ML, 159, OFFSET, 19578
311, ML, 104, OFFSET, 23455
312, ML, 95, OFFSET, 20371
313, ML, 72, OFFSET, 20118
314, ML, 92, OFFSET, 19502
315, ML, 103, OFFSET, 22770
316, ML, 116, OFFSET, 19082
317, ML, 127, OFFSET, 18520
318, ML, 164, OFFSET, 19986
319, ML, 135, OFFSET, 25902
320, ML, 89, OFFSET, 24209
321, ML, 74, OFFSET, 18766
322, ML, 97, OFFSET, 21362
323, ML, 89, OFFSET, 19868
324, ML, 114, OFFSET, 18172
325, ML, 104, OFFSET, 18692
326, ML, 112, OFFSET, 22247
327, ML, 127, OFFSET, 18813
328, ML, 159, OFFSET, 18116
329, ML, 143, OFFSET, 19299
330, ML, 151, OFFSET, 21963
331, ML, 83, OFFSET, 18292
332, ML, 73, OFFSET, 18113
333, ML, 65, OFFSET, 20082
334, ML, 102, OFFSET, 20517
335, ML, 110, OFFSET, 17431
336, ML, 160, OFFSET, 18282
337, ML, 105, OFFSET, 21081
338, ML, 177, OFFSET, 18543
339, ML, 149, OFFSET, 17831
340, ML, 212, OFFSET, 18009
341, ML, 137, OFFSET, 21149
342, ML, 88, OFFSET, 17555
343, ML, 63, OFFSET, 17234
344, ML, 77, OFFSET, 18726
345, ML, 100, OFFSET, 20119
346, ML, 185, OFFSET, 17716
347, ML, 193, OFFSET, 16988
348, ML, 390, OFFSET, 19846
349, ML, 312, OFFSET, 18353
350, ML, 405, OFFSET, 17388
351, ML, 169, OFFSET, 17127
352, ML, 177, OFFSET, 20307
353, ML, 83, OFFSET, 16869
354, ML, 89, OFFSET, 16604
355, ML, 99, OFFSET, 17176
356, ML, 276, OFFSET, 20013
357, ML, 820, OFFSET, 17291
358, ML, 1587, OFFSET, 16939
359, ML, 1605, OFFSET, 17966
360, ML, 1381, OFFSET, 18720
361, ML, 758, OFFSET, 16069
362, ML, 491, OFFSET, 16410
363, ML, 303, OFFSET, 19178
364, ML, 282, OFFSET, 17014
365, ML, 395, OFFSET, 16685
366, ML, 493, OFFSET, 16482
367, ML, 394, OFFSET, 19851
368, ML, 322, OFFSET, 16975
369, ML, 252, OFFSET, 15903
370, ML, 226, OFFSET, 16989
371, ML, 260, OFFSET, 18747
372, ML, 347, OFFSET, 16242
373, ML, 348, OFFSET, 15423
374, ML, 364, OFFSET, 18410
375, ML, 311, OFFSET, 16847
376, ML, 325, OFFSET, 15807
377, ML, 420, OFFSET, 16435
378, ML, 307, OFFSET, 18479
379, ML, 272, OFFSET, 15810
380, ML, 272, OFFSET, 15170
381, ML, 215, OFFSET, 16081
382, ML, 161, OFFSET, 18177
383, ML, 159, OFFSET, 17879
384, ML, 158, OFFSET, 19148
385, ML, 163, OFFSET, 16887
386, ML, 164, OFFSET, 17324
387, ML, 140, OFFSET, 15489
388, ML, 136, OFFSET, 17244
389, ML, 131, OFFSET, 20038
390, ML, 140, OFFSET, 15547
391, ML, 171, OFFSET, 16962
392, ML, 177, OFFSET, 15444
393, ML, 225, OFFSET, 17707
394, ML, 269, OFFSET, 15133
395, ML, 257, OFFSET, 14959
396, ML, 319, OFFSET, 15677
397, ML, 192, OFFSET, 17295
398, ML, 179, OFFSET, 14894
399, ML, 156, OFFSET, 14542
400, ML, 146, OFFSET, 17117
401, ML, 124, OFFSET, 16072
402, ML, 103, OFFSET, 15057
403, ML, 64, OFFSET, 14507
404, ML, 98, OFFSET, 16946
405, ML, 168, OFFSET, 15316
406, ML, 146, OFFSET, 14820
407, ML, 167, OFFSET, 15055
408, ML, 253, OFFSET, 17047
409, ML, 263, OFFSET, 14720
410, ML, 309, OFFSET, 14385
411, ML, 174, OFFSET, 15804
412, ML, 95, OFFSET, 15964
413, ML, 108, OFFSET, 14657
414, ML, 111, OFFSET, 14066
415, ML, 126, OFFSET, 16528
416, ML, 267, OFFSET, 14342
417, ML, 311, OFFSET, 13839
418, ML, 379, OFFSET, 14037
419, ML, 268, OFFSET, 16868
420, ML, 271, OFFSET, 14434
421, ML, 103, OFFSET, 14239
422, ML, 111, OFFSET, 15281
423, ML, 104, OFFSET, 16012
424, ML, 115, OFFSET, 14167
425, ML, 52, OFFSET, 13653
426, ML, 48, OFFSET, 16610
427, ML, 59, OFFSET, 14272
428, ML, 70, OFFSET, 14009
429, ML, 69, OFFSET, 15357
430, ML, 78, OFFSET, 16511
431, ML, 80, OFFSET, 13765
432, ML, 91, OFFSET, 13223
433, ML, 62, OFFSET, 13535
434, ML, 52, OFFSET, 16010
435, ML, 60, OFFSET, 12863
436, ML, 81, OFFSET, 13235
437, ML, 119, OFFSET, 14459
438, ML, 167, OFFSET, 14845
439, ML, 141, OFFSET, 13537
440, ML, 71, OFFSET, 13466
441, ML, 43, OFFSET, 15512
442, ML, 41, OFFSET, 13639
443, ML, 38, OFFSET, 13092
444, ML, 44, OFFSET, 13695
445, ML, 68, OFFSET, 15334
446, ML, 111, OFFSET, 13522
447, ML, 77, OFFSET, 15145
448, ML, 68, OFFSET, 17722
449, ML, 57, OFFSET, 15219
450, ML, 62, OFFSET, 12973
451, ML, 69, OFFSET, 12760
452, ML, 59, OFFSET, 15533
453, ML, 47, OFFSET, 13375
454, ML, 57, OFFSET, 12370
455, ML, 44, OFFSET, 13972
456, ML, 43, OFFSET, 15071
457, ML, 56, OFFSET, 13294
458, ML, 54, OFFSET, 12768
459, ML, 59, OFFSET, 13204
460, ML, 79, OFFSET, 14950
461, ML, 95, OFFSET, 12965
462, ML, 99, OFFSET, 13166
463, ML, 64, OFFSET, 14339
464, ML, 66, OFFSET, 14289
465, ML, 64, OFFSET, 12519
466, ML, 55, OFFSET, 12403
467, ML, 52, OFFSET, 15062
468, ML, 41, OFFSET, 13104
469, ML, 43, OFFSET, 13186
470, ML, 47, OFFSET, 12421
471, ML, 45, OFFSET, 14755
472, ML, 49, OFFSET, 12941
473, ML, 52, OFFSET, 12346
474, ML, 63, OFFSET, 13294
475, ML, 55, OFFSET, 13898
476, ML, 59, OFFSET, 12634
477, ML, 54, OFFSET, 12289
478, ML, 80, OFFSET, 14806
479, ML, 84, OFFSET, 12586
480, ML, 98, OFFSET, 12509
481, ML, 73, OFFSET, 12444
482, ML, 79, OFFSET, 13969
483, ML, 92, OFFSET, 12425
484, ML, 66, OFFSET, 11846
485, ML, 65, OFFSET, 12476
486, ML, 89, OFFSET, 13949
487, ML, 97, OFFSET, 12595
488, ML, 161, OFFSET, 12118
489, ML, 134, OFFSET, 13399
490, ML, 177, OFFSET, 13163
491, ML, 65, OFFSET, 11943
492, ML, 84, OFFSET, 12085
493, ML, 82, OFFSET, 13888
494, ML, 133, OFFSET, 12314
495, ML, 51, OFFSET, 12146
496, ML, 69, OFFSET, 12555
497, ML, 59, OFFSET, 13787
498, ML, 74, OFFSET, 12261
499, ML, 62, OFFSET, 11415
500, ML, 59, OFFSET, 12716
501, ML, 49, OFFSET, 13299
502, ML, 46, OFFSET, 11737
503, ML, 42, OFFSET, 11899
504, ML, 98, OFFSET, 13542
505, ML, 113, OFFSET, 12561
506, ML, 79, OFFSET, 11610
507, ML, 71, OFFSET, 12108
508, ML, 43, OFFSET, 13498
509, ML, 53, OFFSET, 11862
510, ML, 62, OFFSET, 11065
511, ML, 44, OFFSET, 13342
512, ML, 40, OFFSET, 16108
513, ML, 37, OFFSET, 11568
514, ML, 41, OFFSET, 12019
515, ML, 34, OFFSET, 12940
516, ML, 41, OFFSET, 11877
517, ML, 42, OFFSET, 10900
518, ML, 50, OFFSET, 11141
519, ML, 39, OFFSET, 12754
520, ML, 34, OFFSET, 11437
521, ML, 45, OFFSET, 11243
522, ML, 56, OFFSET, 11295
523, ML, 29, OFFSET, 12927
524, ML, 27, OFFSET, 11288
525, ML, 23, OFFSET, 11233
526, ML, 80, OFFSET, 11788
527, ML, 102, OFFSET, 12368
528, ML, 57, OFFSET, 10791
529, ML, 23, OFFSET, 11062
530, ML, 30, OFFSET, 12543
531, ML, 37, OFFSET, 11016
532, ML, 62, OFFSET, 10993
533, ML, 63, OFFSET, 11394
534, ML, 42, OFFSET, 12089
535, ML, 33, OFFSET, 10623
536, ML, 39, OFFSET, 10643
537, ML, 32, OFFSET, 10928
538, ML, 27, OFFSET, 11866
539, ML, 27, OFFSET, 10306
540, ML, 18, OFFSET, 10633
541, ML, 14, OFFSET, 12090
542, ML, 33, OFFSET, 10969
543, ML, 52, OFFSET, 9874
544, ML, 48, OFFSET, 10003
545, ML, 25, OFFSET, 11837
546, ML, 27, OFFSET, 10281
547, ML, 25, OFFSET, 9888
548, ML, 51, OFFSET, 10840
549, ML, 42, OFFSET, 12017
550, ML, 71, OFFSET, 10084
551, ML, 40, OFFSET, 9879
552, ML, 30, OFFSET, 11082
553, ML, 42, OFFSET, 11131
554, ML, 29, OFFSET, 10246
555, ML, 16, OFFSET, 9572
556, ML, 45, OFFSET, 11578
557, ML, 47, OFFSET, 10542
558, ML, 112, OFFSET, 10474
559, ML, 92, OFFSET, 11004
560, ML, 150, OFFSET, 12942
561, ML, 75, OFFSET, 10919
562, ML, 91, OFFSET, 9641
563, ML, 52, OFFSET, 10095
564, ML, 41, OFFSET, 12032
565, ML, 17, OFFSET, 9616
566, ML, 27, OFFSET, 9428
567, ML, 23, OFFSET, 10589
568, ML, 32, OFFSET, 10946
569, ML, 28, OFFSET, 9389
570, ML, 22, OFFSET, 9458
571, ML, 29, OFFSET, 10663
572, ML, 35, OFFSET, 9296
573, ML, 27, OFFSET, 9108
574, ML, 31, OFFSET, 9636
575, ML, 27, OFFSET, 11951
576, ML, 35, OFFSET, 11808
577, ML, 41, OFFSET, 9028
578, ML, 59, OFFSET, 9856
579, ML, 48, OFFSET, 10247
580, ML, 46, OFFSET, 9627
581, ML, 47, OFFSET, 9565
582, ML, 76, OFFSET, 10626
583, ML, 82, OFFSET, 9506
584, ML, 43, OFFSET, 9038
585, ML, 13, OFFSET, 9764
586, ML, 21, OFFSET, 11364
587, ML, 26, OFFSET, 9257
588, ML, 24, OFFSET, 8654
589, ML, 9, OFFSET, 10097
590, ML, 12, OFFSET, 10324
591, ML, 25, OFFSET, 8284
592, ML, 32, OFFSET, 8531
593, ML, 25, OFFSET, 9788
594, ML, 42, OFFSET, 9140
595, ML, 25, OFFSET, 9002
596, ML, 23, OFFSET, 9170
597, ML, 19, OFFSET, 10538
598, ML, 21, OFFSET, 8877
599, ML, 13, OFFSET, 8677
600, ML, 10, OFFSET, 8891
601, ML, 18, OFFSET, 9860
602, ML, 39, OFFSET, 9711
603, ML, 25, OFFSET, 8454
604, ML, 21, OFFSET, 9838
605, ML, 24, OFFSET, 9040
606, ML, 33, OFFSET, 8508
607, ML, 24, OFFSET, 8445
608, ML, 22, OFFSET, 9824
609, ML, 8, OFFSET, 8606
610, ML, 12, OFFSET, 8186
611, ML, 14, OFFSET, 8726
612, ML, 16, OFFSET, 10072
613, ML, 17, OFFSET, 8664
614, ML, 17, OFFSET, 8440
615, ML, 28, OFFSET, 8605
616, ML, 35, OFFSET, 9346
617, ML, 38, OFFSET, 8425
618, ML, 37, OFFSET, 8235
619, ML, 23, OFFSET, 9308
620, ML, 40, OFFSET, 8673
621, ML, 32, OFFSET, 8164
622, ML, 22, OFFSET, 8118
623, ML, 17, OFFSET, 9682
624, ML, 19, OFFSET, 8221
625, ML, 15, OFFSET, 8117
626, ML, 30, OFFSET, 9109
627, ML, 38, OFFSET, 9291
628, ML, 95, OFFSET, 8084
629, ML, 88, OFFSET, 7772
630, ML, 101, OFFSET, 8535
631, ML, 53, OFFSET, 8636
632, ML, 58, OFFSET, 7705
633, ML, 35, OFFSET, 7792
634, ML, 25, OFFSET, 9023
635, ML, 9, OFFSET, 8073
636, ML, 15, OFFSET, 7753
637, ML, 22, OFFSET, 8049
638, ML, 22, OFFSET, 8897
639, ML, 26, OFFSET, 8980
640, ML, 22, OFFSET, 9811
641, ML, 11, OFFSET, 8313
642, ML, 8, OFFSET, 8570
643, ML, 15, OFFSET, 7348
644, ML, 22, OFFSET, 7384
645, ML, 33, OFFSET, 8641
646, ML, 40, OFFSET, 7755
647, ML, 20, OFFSET, 7390
648, ML, 20, OFFSET, 7586
649, ML, 10, OFFSET, 8958
650, ML, 10, OFFSET, 7934
651, ML, 9, OFFSET, 7581
652, ML, 19, OFFSET, 7984
653, ML, 23, OFFSET, 8809
654, ML, 20, OFFSET, 7412
655, ML, 16, OFFSET, 7582
656, ML, 14, OFFSET, 8443
657, ML, 18, OFFSET, 7853
658, ML, 15, OFFSET, 7032
659, ML, 23, OFFSET, 7269
660, ML, 17, OFFSET, 8202
661, ML, 23, OFFSET, 7598
662, ML, 20, OFFSET, 7037
663, ML, 22, OFFSET, 7174
664, ML, 23, OFFSET, 8069
665, ML, 10, OFFSET, 6799
666, ML, 19, OFFSET, 6870
667, ML, 24, OFFSET, 7402
668, ML, 33, OFFSET, 8134
669, ML, 29, OFFSET, 6799
670, ML, 51, OFFSET, 7044
671, ML, 71, OFFSET, 8097
672, ML, 72, OFFSET, 7378
673, ML, 49, OFFSET, 6698
674, ML, 76, OFFSET, 7154
675, ML, 94, OFFSET, 8043
676, ML, 86, OFFSET, 7410
677, ML, 71, OFFSET, 7116
678, ML, 27, OFFSET, 7282
679, ML, 15, OFFSET, 7685
680, ML, 13, OFFSET, 7156
681, ML, 19, OFFSET, 7149
682, ML, 24, OFFSET, 7634
683, ML, 22, OFFSET, 7528
684, ML, 23, OFFSET, 7012
685, ML, 27, OFFSET, 6928
686, ML, 33, OFFSET, 7870
687, ML, 32, OFFSET, 7045
688, ML, 37, OFFSET, 6655
689, ML, 34, OFFSET, 6845
690, ML, 38, OFFSET, 7577
691, ML, 24, OFFSET, 6737
692, ML, 10, OFFSET, 6801
693, ML, 8, OFFSET, 7000
694, ML, 14, OFFSET, 7128
695, ML, 21, OFFSET, 6483
696, ML, 47, OFFSET, 6639
697, ML, 41, OFFSET, 7418
698, ML, 81, OFFSET, 6961
699, ML, 72, OFFSET, 6506
700, ML, 82, OFFSET, 6652
701, ML, 40, OFFSET, 7393
702, ML, 62, OFFSET, 6799
703, ML, 63, OFFSET, 7162
704, ML, 62, OFFSET, 8352
705, ML, 54, OFFSET, 7298
706, ML, 45, OFFSET, 6222
707, ML, 43, OFFSET, 5912
708, ML, 46, OFFSET, 7051
709, ML, 38, OFFSET, 6762
710, ML, 37, OFFSET, 6175
711, ML, 36, OFFSET, 6227
712, ML, 48, OFFSET, 6988
713, ML, 46, OFFSET, 6318
714, ML, 33, OFFSET, 6129
715, ML, 21, OFFSET, 6333
716, ML, 19, OFFSET, 7182
717, ML, 23, OFFSET, 6637
718, ML, 25, OFFSET, 6315
719, ML, 24, OFFSET, 7196
720, ML, 31, OFFSET, 7364
721, ML, 30, OFFSET, 6253
722, ML, 31, OFFSET, 6142
723, ML, 17, OFFSET, 7010
724, ML, 18, OFFSET, 6623
725, ML, 29, OFFSET, 6364
726, ML, 40, OFFSET, 5944
727, ML, 42, OFFSET, 7463
728, ML, 30, OFFSET, 6456
729, ML, 30, OFFSET, 5922
730, ML, 36, OFFSET, 6337
731, ML, 30, OFFSET, 7105
732, ML, 29, OFFSET, 6613
733, ML, 58, OFFSET, 6153
734, ML, 83, OFFSET, 6869
735, ML, 21, OFFSET, 6524
736, ML, 25, OFFSET, 5920
737, ML, 20, OFFSET, 5955
738, ML, 22, OFFSET, 6879
739, ML, 26, OFFSET, 6103
740, ML, 31, OFFSET, 5772
741, ML, 29, OFFSET, 5990
742, ML, 40, OFFSET, 6830
743, ML, 20, OFFSET, 6072
744, ML, 24, OFFSET, 6117
745, ML, 64, OFFSET, 6320
746, ML, 77, OFFSET, 6604
747, ML, 56, OFFSET, 5751
748, ML, 29, OFFSET, 5957
749, ML, 20, OFFSET, 6548
750, ML, 22, OFFSET, 6382
751, ML, 25, OFFSET, 5659
752, ML, 71, OFFSET, 5891
753, ML, 115, OFFSET, 6822
754, ML, 76, OFFSET, 5718
755, ML, 31, OFFSET, 5545
756, ML, 26, OFFSET, 6298
757, ML, 25, OFFSET, 6599
758, ML, 26, OFFSET, 5647
759, ML, 28, OFFSET, 5924
760, ML, 47, OFFSET, 6440
761, ML, 27, OFFSET, 6082
762, ML, 26, OFFSET, 5613
763, ML, 15, OFFSET, 5747
764, ML, 16, OFFSET, 6527
765, ML, 14, OFFSET, 5593
